NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,PIT_TIME,CLASS,GROUP,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,IM1a_time,IM1a_elapsed,IM1_time,IM1_elapsed,IM2a_time,IM2a_elapsed,IM2_time,IM2_elapsed,IM3a_time,IM3a_elapsed,FL_time,FL_elapsed
22,1,24,0 days 00:01:37.884000,0,,26.695,0,,0,,2,136.1,,21:04.9,0 days 00:00:26.695000,0 days 00:00:42.583000,0 days 00:00:28.606000,185.2,,Am,,Toyota Gazoo Racing,GF,26.695,42.583,28.606,16.902,16.902,9.793,26.695,29.885,,12.698,0 days 00:01:09.278000,10.787,0 days 00:01:20.065000,,0 days 00:01:37.884000
22,1,25,0 days 00:01:38.136000,0,,26.685,0,,0,,0,135.8,,22:43.0,0 days 00:00:26.685000,0 days 00:00:42.645000,0 days 00:00:28.806000,185.2,,Am,,Toyota Gazoo Racing,GF,26.685,42.645,28.806,16.89,16.89,9.795,26.685,29.97,,12.675,0 days 00:01:09.330000,10.986,0 days 00:01:20.316000,,0 days 00:01:38.136000
22,1,26,0 days 00:01:37.881000,0,,26.687,0,,0,,0,136.1,,24:20.9,0 days 00:00:26.687000,0 days 00:00:42.532000,0 days 00:00:28.662000,185.2,,Am,,Toyota Gazoo Racing,GF,26.687,42.532,28.662,16.873,16.873,9.814,26.687,29.861,,12.671,0 days 00:01:09.219000,10.802,0 days 00:01:20.021000,,0 days 00:01:37.881000
22,1,27,0 days 00:01:38.042000,0,,26.725,0,,0,,0,135.9,,25:58.9,0 days 00:00:26.725000,0 days 00:00:42.687000,0 days 00:00:28.630000,185.2,,Am,,Toyota Gazoo Racing,FF,26.725,42.687,28.63,16.908,16.908,9.817,26.725,29.965,,12.722,0 days 00:01:09.412000,10.745,0 days 00:01:20.157000,,0 days 00:01:38.042000
31,1,1,0 days 00:01:47.909000,0,,29.946,0,,0,,0,123.5,,42:29.1,0 days 00:00:29.946000,0 days 00:00:43.179000,0 days 00:00:34.784000,185.2,,Am,,Toyota Gazoo Racing,FCY,29.946,43.179,34.784,19.991,19.991,9.955,29.946,30.369,0 days 00:01:00.315000,12.81,0 days 00:01:13.125000,11.342,0 days 00:01:24.467000,,0 days 00:01:47.909000
31,1,2,0 days 00:02:15.060000,0,,38.628,0,,0,,0,98.7,,44:44.1,0 days 00:00:38.628000,0 days 00:00:59.156000,0 days 00:00:37.276000,130.1,,Am,,Toyota Gazoo Racing,FCY,38.628,59.156,37.276,21.205,21.205,17.423,38.628,38.183,0 days 00:01:16.811000,20.973,0 days 00:01:37.784000,13.422,0 days 00:01:51.206000,,0 days 00:02:15.060000
31,1,3,0 days 00:01:59.696000,0,,33.55,0,,0,,0,111.3,,46:43.8,0 days 00:00:33.550000,0 days 00:00:51.131000,0 days 00:00:35.015000,148.1,,Am,,Toyota Gazoo Racing,GF,33.55,51.131,35.015,20.362,20.362,13.188,33.55,34.34,0 days 00:01:07.890000,16.791,0 days 00:01:24.681000,13.929,0 days 00:01:38.610000,,0 days 00:01:59.696000
31,1,4,0 days 00:01:43.341000,0,,27.391,0,,0,,0,128.9,,48:27.2,0 days 00:00:27.391000,0 days 00:00:46.502000,0 days 00:00:29.448000,184.3,,Am,,Toyota Gazoo Racing,GF,27.391,46.502,29.448,17.429,17.429,9.962,27.391,33.649,0 days 00:01:01.040000,12.853,0 days 00:01:13.893000,11.288,0 days 00:01:25.181000,,0 days 00:01:43.341000
31,1,5,0 days 00:01:39.445000,0,,27.031,0,,0,,0,134,,50:06.6,0 days 00:00:27.031000,0 days 00:00:43.220000,0 days 00:00:29.194000,183.1,,Am,,Toyota Gazoo Racing,GF,27.031,43.22,29.194,17.111,17.111,9.92,27.031,30.367,,12.853,0 days 00:01:10.251000,11.178,0 days 00:01:21.429000,,0 days 00:01:39.445000
31,1,6,0 days 00:01:39.316000,0,,27.289,0,,0,,0,134.2,,51:45.9,0 days 00:00:27.289000,0 days 00:00:42.978000,0 days 00:00:29.049000,185.2,,Am,,Toyota Gazoo Racing,GF,27.289,42.978,29.049,17.348,17.348,9.941,27.289,30.21,,12.768,0 days 00:01:10.267000,11.091,0 days 00:01:21.358000,,0 days 00:01:39.316000
31,1,7,0 days 00:01:38.542000,2,,26.998,0,,0,,2,135.2,,53:24.5,0 days 00:00:26.998000,0 days 00:00:42.797000,0 days 00:00:28.747000,185.2,,Am,,Toyota Gazoo Racing,GF,26.998,42.797,28.747,17.128,17.128,9.87,26.998,30.062,,12.735,0 days 00:01:09.795000,10.932,0 days 00:01:20.727000,,0 days 00:01:38.542000
31,1,8,0 days 00:01:38.823000,0,,26.961,0,,0,,0,134.8,,55:03.3,0 days 00:00:26.961000,0 days 00:00:42.748000,0 days 00:00:29.114000,185.2,,Am,,Toyota Gazoo Racing,GF,26.961,42.748,29.114,17.02,17.02,9.941,26.961,30.04,,12.708,0 days 00:01:09.709000,11.155,0 days 00:01:20.864000,,0 days 00:01:38.823000
31,1,9,0 days 00:01:39.049000,0,,27.073,0,,0,,0,134.5,,56:42.3,0 days 00:00:27.073000,0 days 00:00:42.934000,0 days 00:00:29.042000,185.2,,Am,,Toyota Gazoo Racing,GF,27.073,42.934,29.042,17.246,17.246,9.827,27.073,30.2,,12.734,0 days 00:01:10.007000,11.254,0 days 00:01:21.261000,,0 days 00:01:39.049000
31,1,10,0 days 00:01:40.071000,0,,26.959,0,,0,,0,133.2,,58:22.4,0 days 00:00:26.959000,0 days 00:00:42.799000,0 days 00:00:30.313000,185.2,,Am,,Toyota Gazoo Racing,GF,26.959,42.799,30.313,17.161,17.161,9.798,26.959,30.102,,12.697,0 days 00:01:09.758000,11.305,0 days 00:01:21.063000,,0 days 00:01:40.071000
31,1,11,0 days 00:01:39.964000,0,,27.342,0,,0,,0,133.3,,00:02.4,0 days 00:00:27.342000,0 days 00:00:43.022000,0 days 00:00:29.600000,185.2,,Am,,Toyota Gazoo Racing,GF,27.342,43.022,29.6,17.481,17.481,9.861,27.342,30.295,,12.727,0 days 00:01:10.364000,11.193,0 days 00:01:21.557000,,0 days 00:01:39.964000
31,1,12,0 days 00:01:39.105000,0,,27.053,0,,0,,0,134.5,,01:41.5,0 days 00:00:27.053000,0 days 00:00:42.756000,0 days 00:00:29.296000,185.2,,Am,,Toyota Gazoo Racing,GF,27.053,42.756,29.296,17.208,17.208,9.845,27.053,30.092,,12.664,0 days 00:01:09.809000,11.12,0 days 00:01:20.929000,,0 days 00:01:39.105000
31,1,13,0 days 00:01:39.189000,0,,26.997,0,,0,,0,134.3,,03:20.7,0 days 00:00:26.997000,0 days 00:00:43.243000,0 days 00:00:28.949000,185.2,,Am,,Toyota Gazoo Racing,GF,26.997,43.243,28.949,17.201,17.201,9.796,26.997,30.496,,12.747,0 days 00:01:10.240000,11.018,0 days 00:01:21.258000,,0 days 00:01:39.189000
31,1,14,0 days 00:01:40.864000,0,,27.593,0,,0,,0,132.1,,05:01.5,0 days 00:00:27.593000,0 days 00:00:43.208000,0 days 00:00:30.063000,185.2,,Am,,Toyota Gazoo Racing,GF,27.593,43.208,30.063,17.542,17.542,10.051,27.593,30.522,,12.686,0 days 00:01:10.801000,11.426,0 days 00:01:22.227000,,0 days 00:01:40.864000
31,1,15,0 days 00:01:40.796000,0,,27.917,0,,0,,0,132.2,,06:42.3,0 days 00:00:27.917000,0 days 00:00:43.906000,0 days 00:00:28.973000,185.2,,Am,,Toyota Gazoo Racing,GF,27.917,43.906,28.973,18.011,18.011,9.906,27.917,31.118,,12.788,0 days 00:01:11.823000,11.054,0 days 00:01:22.877000,,0 days 00:01:40.796000
31,1,16,0 days 00:01:39.557000,0,,27.27,0,,0,,0,133.8,,08:21.9,0 days 00:00:27.270000,0 days 00:00:43.026000,0 days 00:00:29.261000,184.3,,Am,,Toyota Gazoo Racing,GF,27.27,43.026,29.261,17.462,17.462,9.808,27.27,30.264,,12.762,0 days 00:01:10.296000,11.222,0 days 00:01:21.518000,,0 days 00:01:39.557000
31,1,17,0 days 00:01:39.260000,0,,27.073,0,,0,,0,134.2,,10:01.1,0 days 00:00:27.073000,0 days 00:00:43.134000,0 days 00:00:29.053000,185.2,,Am,,Toyota Gazoo Racing,GF,27.073,43.134,29.053,17.229,17.229,9.844,27.073,30.451,,12.683,0 days 00:01:10.207000,11.064,0 days 00:01:21.271000,,0 days 00:01:39.260000
31,1,18,0 days 00:01:39.268000,0,,27.106,0,,0,,0,134.2,,11:40.4,0 days 00:00:27.106000,0 days 00:00:43.210000,0 days 00:00:28.952000,185.2,,Am,,Toyota Gazoo Racing,GF,27.106,43.21,28.952,17.234,17.234,9.872,27.106,30.496,,12.714,0 days 00:01:10.316000,11.02,0 days 00:01:21.336000,,0 days 00:01:39.268000
31,1,19,0 days 00:01:39.153000,0,,27.224,0,,0,,0,134.4,,13:19.6,0 days 00:00:27.224000,0 days 00:00:42.924000,0 days 00:00:29.005000,185.2,,Am,,Toyota Gazoo Racing,GF,27.224,42.924,29.005,17.299,17.299,9.925,27.224,30.214,,12.71,0 days 00:01:10.148000,11.04,0 days 00:01:21.188000,,0 days 00:01:39.153000
31,1,20,0 days 00:01:39.366000,0,,27.212,0,,0,,0,134.1,,14:58.9,0 days 00:00:27.212000,0 days 00:00:42.981000,0 days 00:00:29.173000,185.2,,Am,,Toyota Gazoo Racing,GF,27.212,42.981,29.173,17.235,17.235,9.977,27.212,30.302,,12.679,0 days 00:01:10.193000,11.092,0 days 00:01:21.285000,,0 days 00:01:39.366000
31,1,21,0 days 00:01:39.419000,0,,27.092,0,,0,,0,134,,16:38.3,0 days 00:00:27.092000,0 days 00:00:43.185000,0 days 00:00:29.142000,185.2,,Am,,Toyota Gazoo Racing,GF,27.092,43.185,29.142,17.166,17.166,9.926,27.092,30.516,,12.669,0 days 00:01:10.277000,11.042,0 days 00:01:21.319000,,0 days 00:01:39.419000
31,1,22,0 days 00:01:38.716000,0,,26.992,0,,0,,0,135,,18:17.1,0 days 00:00:26.992000,0 days 00:00:42.779000,0 days 00:00:28.945000,185.2,,Am,,Toyota Gazoo Racing,GF,26.992,42.779,28.945,17.165,17.165,9.827,26.992,30.117,,12.662,0 days 00:01:09.771000,10.97,0 days 00:01:20.741000,,0 days 00:01:38.716000
31,1,23,0 days 00:01:39.461000,0,,27.066,0,,0,,0,134,,19:56.5,0 days 00:00:27.066000,0 days 00:00:43.360000,0 days 00:00:29.035000,185.2,,Am,,Toyota Gazoo Racing,GF,27.066,43.36,29.035,17.229,17.229,9.837,27.066,30.643,,12.717,0 days 00:01:10.426000,10.943,0 days 00:01:21.369000,,0 days 00:01:39.461000
31,1,24,0 days 00:01:39.531000,0,,27.131,0,,0,,0,133.9,,21:36.1,0 days 00:00:27.131000,0 days 00:00:43.216000,0 days 00:00:29.184000,185.2,,Am,,Toyota Gazoo Racing,GF,27.131,43.216,29.184,17.217,17.217,9.914,27.131,30.517,,12.699,0 days 00:01:10.347000,11.081,0 days 00:01:21.428000,,0 days 00:01:39.531000
31,1,25,0 days 00:01:39.044000,0,,26.963,0,,0,,0,134.5,,23:15.1,0 days 00:00:26.963000,0 days 00:00:42.835000,0 days 00:00:29.246000,185.2,,Am,,Toyota Gazoo Racing,GF,26.963,42.835,29.246,17.107,17.107,9.856,26.963,30.156,,12.679,0 days 00:01:09.798000,10.968,0 days 00:01:20.766000,,0 days 00:01:39.044000
31,1,26,0 days 00:01:39.100000,0,,27.378,0,,2,,0,134.5,,24:54.2,0 days 00:00:27.378000,0 days 00:00:42.725000,0 days 00:00:28.997000,185.2,,Am,,Toyota Gazoo Racing,GF,27.378,42.725,28.997,17.398,17.398,9.98,27.378,30.055,,12.67,0 days 00:01:10.103000,10.982,0 days 00:01:21.085000,,0 days 00:01:39.100000
31,1,27,0 days 00:01:39.188000,0,,26.902,2,,0,,0,134.3,,26:33.4,0 days 00:00:26.902000,0 days 00:00:42.964000,0 days 00:00:29.322000,185.2,,Am,,Toyota Gazoo Racing,FF,26.902,42.964,29.322,17.116,17.116,9.786,26.902,30.275,,12.689,0 days 00:01:09.866000,11.128,0 days 00:01:20.994000,,0 days 00:01:39.188000
41,1,1,0 days 00:01:50.081000,0,,30.566,0,,0,,0,121.1,,42:31.2,0 days 00:00:30.566000,0 days 00:00:43.573000,0 days 00:00:35.942000,184.3,,Am,,Toyota Gazoo Racing,FCY,30.566,43.573,35.942,20.584,20.584,9.982,30.566,30.828,0 days 00:01:01.394000,12.745,0 days 00:01:14.139000,11.457,0 days 00:01:25.596000,,0 days 00:01:50.081000
41,1,2,0 days 00:02:14.504000,0,,38.951,0,,0,,0,99.1,,44:45.7,0 days 00:00:38.951000,0 days 00:00:58.458000,0 days 00:00:37.095000,134.2,,Am,,Toyota Gazoo Racing,FCY,38.951,58.458,37.095,20.908,20.908,18.043,38.951,37.069,0 days 00:01:16.020000,21.389,0 days 00:01:37.409000,12.755,0 days 00:01:50.164000,,0 days 00:02:14.504000
41,1,3,0 days 00:01:58.782000,0,,33.378,0,,0,,0,112.2,,46:44.5,0 days 00:00:33.378000,0 days 00:00:50.972000,0 days 00:00:34.432000,150,,Am,,Toyota Gazoo Racing,GF,33.378,50.972,34.432,20.583,20.583,12.795,33.378,34.784,0 days 00:01:08.162000,16.188,0 days 00:01:24.350000,13.4,0 days 00:01:37.750000,,0 days 00:01:58.782000
41,1,4,0 days 00:01:39.581000,0,,27.231,0,,0,,0,133.8,,48:24.1,0 days 00:00:27.231000,0 days 00:00:43.338000,0 days 00:00:29.012000,183.1,,Am,,Toyota Gazoo Racing,GF,27.231,43.338,29.012,17.385,17.385,9.846,27.231,30.618,,12.72,0 days 00:01:10.569000,11.005,0 days 00:01:21.574000,,0 days 00:01:39.581000
41,1,5,0 days 00:01:38.619000,0,,26.885,0,,0,,0,135.1,,50:02.7,0 days 00:00:26.885000,0 days 00:00:42.801000,0 days 00:00:28.933000,184.3,,Am,,Toyota Gazoo Racing,GF,26.885,42.801,28.933,17.195,17.195,9.69,26.885,30.156,,12.645,0 days 00:01:09.686000,10.845,0 days 00:01:20.531000,,0 days 00:01:38.619000
41,1,6,0 days 00:01:38.578000,0,,26.888,0,,0,,0,135.2,,51:41.3,0 days 00:00:26.888000,0 days 00:00:42.740000,0 days 00:00:28.950000,185.2,,Am,,Toyota Gazoo Racing,GF,26.888,42.74,28.95,17.2,17.2,9.688,26.888,30.18,,12.56,0 days 00:01:09.628000,10.915,0 days 00:01:20.543000,,0 days 00:01:38.578000
41,1,7,0 days 00:01:38.695000,0,,26.894,0,,0,,0,135,,53:20.0,0 days 00:00:26.894000,0 days 00:00:42.733000,0 days 00:00:29.068000,185.2,,Am,,Toyota Gazoo Racing,GF,26.894,42.733,29.068,17.179,17.179,9.715,26.894,30.209,,12.524,0 days 00:01:09.627000,10.99,0 days 00:01:20.617000,,0 days 00:01:38.695000
41,1,8,0 days 00:01:39.126000,0,,27.213,0,,0,,0,134.4,,54:59.1,0 days 00:00:27.213000,0 days 00:00:42.874000,0 days 00:00:29.039000,185.2,,Am,,Toyota Gazoo Racing,GF,27.213,42.874,29.039,17.433,17.433,9.78,27.213,30.303,,12.571,0 days 00:01:10.087000,10.999,0 days 00:01:21.086000,,0 days 00:01:39.126000
41,1,9,0 days 00:01:38.666000,0,,26.904,0,,0,,0,135.1,,56:37.8,0 days 00:00:26.904000,0 days 00:00:42.827000,0 days 00:00:28.935000,185.2,,Am,,Toyota Gazoo Racing,GF,26.904,42.827,28.935,17.207,17.207,9.697,26.904,30.243,,12.584,0 days 00:01:09.731000,10.931,0 days 00:01:20.662000,,0 days 00:01:38.666000
41,1,10,0 days 00:01:38.908000,0,,27.236,0,,0,,0,134.7,,58:16.7,0 days 00:00:27.236000,0 days 00:00:42.755000,0 days 00:00:28.917000,185.2,,Am,,Toyota Gazoo Racing,GF,27.236,42.755,28.917,17.327,17.327,9.909,27.236,30.13,,12.625,0 days 00:01:09.991000,10.9,0 days 00:01:20.891000,,0 days 00:01:38.908000
41,1,11,0 days 00:01:38.636000,0,,26.963,0,,2,,0,135.1,,59:55.3,0 days 00:00:26.963000,0 days 00:00:42.651000,0 days 00:00:29.022000,185.2,,Am,,Toyota Gazoo Racing,GF,26.963,42.651,29.022,17.234,17.234,9.729,26.963,30.105,,12.546,0 days 00:01:09.614000,10.993,0 days 00:01:20.607000,,0 days 00:01:38.636000
41,1,12,0 days 00:01:39.001000,0,,27.162,0,,0,,0,134.6,,01:34.3,0 days 00:00:27.162000,0 days 00:00:42.895000,0 days 00:00:28.944000,185.2,,Am,,Toyota Gazoo Racing,GF,27.162,42.895,28.944,17.432,17.432,9.73,27.162,30.261,,12.634,0 days 00:01:10.057000,10.898,0 days 00:01:20.955000,,0 days 00:01:39.001000
41,1,13,0 days 00:01:38.542000,0,,26.908,0,,0,,0,135.2,,03:12.9,0 days 00:00:26.908000,0 days 00:00:42.738000,0 days 00:00:28.896000,185.2,,Am,,Toyota Gazoo Racing,GF,26.908,42.738,28.896,17.236,17.236,9.672,26.908,30.142,,12.596,0 days 00:01:09.646000,10.904,0 days 00:01:20.550000,,0 days 00:01:38.542000
41,1,14,0 days 00:01:38.391000,2,,26.803,0,,0,,2,135.4,,04:51.3,0 days 00:00:26.803000,0 days 00:00:42.745000,0 days 00:00:28.843000,185.2,,Am,,Toyota Gazoo Racing,GF,26.803,42.745,28.843,17.151,17.151,9.652,26.803,30.195,,12.55,0 days 00:01:09.548000,10.914,0 days 00:01:20.462000,,0 days 00:01:38.391000
41,1,15,0 days 00:01:38.812000,0,,26.778,2,,0,,0,134.9,,06:30.1,0 days 00:00:26.778000,0 days 00:00:42.708000,0 days 00:00:29.326000,185.2,,Am,,Toyota Gazoo Racing,GF,26.778,42.708,29.326,17.117,17.117,9.661,26.778,30.137,,12.571,0 days 00:01:09.486000,11.134,0 days 00:01:20.620000,,0 days 00:01:38.812000
41,1,16,0 days 00:01:39.168000,0,,27.105,0,,0,,0,134.4,,08:09.2,0 days 00:00:27.105000,0 days 00:00:43.086000,0 days 00:00:28.977000,185.2,,Am,,Toyota Gazoo Racing,GF,27.105,43.086,28.977,17.353,17.353,9.752,27.105,30.495,,12.591,0 days 00:01:10.191000,10.935,0 days 00:01:21.126000,,0 days 00:01:39.168000
41,1,17,0 days 00:01:38.913000,0,,27.061,0,,0,,0,134.7,,09:48.2,0 days 00:00:27.061000,0 days 00:00:42.850000,0 days 00:00:29.002000,185.2,,Am,,Toyota Gazoo Racing,GF,27.061,42.85,29.002,17.348,17.348,9.713,27.061,30.259,,12.591,0 days 00:01:09.911000,10.979,0 days 00:01:20.890000,,0 days 00:01:38.913000
41,1,18,0 days 00:01:39.075000,0,,27.073,0,,0,,0,134.5,,11:27.2,0 days 00:00:27.073000,0 days 00:00:42.918000,0 days 00:00:29.084000,185.2,,Am,,Toyota Gazoo Racing,GF,27.073,42.918,29.084,17.268,17.268,9.805,27.073,30.334,,12.584,0 days 00:01:09.991000,10.992,0 days 00:01:20.983000,,0 days 00:01:39.075000
41,1,19,0 days 00:01:39.084000,0,,27.026,0,,0,,0,134.5,,13:06.3,0 days 00:00:27.026000,0 days 00:00:42.887000,0 days 00:00:29.171000,185.2,,Am,,Toyota Gazoo Racing,GF,27.026,42.887,29.171,17.279,17.279,9.747,27.026,30.297,,12.59,0 days 00:01:09.913000,11.002,0 days 00:01:20.915000,,0 days 00:01:39.084000
41,1,20,0 days 00:01:39.055000,0,,27.059,0,,0,,0,134.5,,14:45.4,0 days 00:00:27.059000,0 days 00:00:42.845000,0 days 00:00:29.151000,185.2,,Am,,Toyota Gazoo Racing,GF,27.059,42.845,29.151,17.316,17.316,9.743,27.059,30.25,,12.595,0 days 00:01:09.904000,11.121,0 days 00:01:21.025000,,0 days 00:01:39.055000
41,1,21,0 days 00:01:39.127000,0,,27.025,0,,0,,0,134.4,,16:24.5,0 days 00:00:27.025000,0 days 00:00:42.831000,0 days 00:00:29.271000,185.2,,Am,,Toyota Gazoo Racing,GF,27.025,42.831,29.271,17.302,17.302,9.723,27.025,30.227,,12.604,0 days 00:01:09.856000,11.017,0 days 00:01:20.873000,,0 days 00:01:39.127000
41,1,22,0 days 00:01:39.044000,0,,26.961,0,,0,,0,134.5,,18:03.5,0 days 00:00:26.961000,0 days 00:00:42.889000,0 days 00:00:29.194000,185.2,,Am,,Toyota Gazoo Racing,GF,26.961,42.889,29.194,17.251,17.251,9.71,26.961,30.291,,12.598,0 days 00:01:09.850000,11.116,0 days 00:01:20.966000,,0 days 00:01:39.044000
41,1,23,0 days 00:01:39.071000,0,,27.016,0,,0,,0,134.5,,19:42.6,0 days 00:00:27.016000,0 days 00:00:42.871000,0 days 00:00:29.184000,185.2,,Am,,Toyota Gazoo Racing,GF,27.016,42.871,29.184,17.308,17.308,9.708,27.016,30.271,,12.6,0 days 00:01:09.887000,11.002,0 days 00:01:20.889000,,0 days 00:01:39.071000
41,1,24,0 days 00:01:38.699000,0,,26.866,0,,0,,0,135,,21:21.3,0 days 00:00:26.866000,0 days 00:00:42.762000,0 days 00:00:29.071000,185.2,,Am,,Toyota Gazoo Racing,GF,26.866,42.762,29.071,17.136,17.136,9.73,26.866,30.152,,12.61,0 days 00:01:09.628000,10.972,0 days 00:01:20.600000,,0 days 00:01:38.699000
41,1,25,0 days 00:01:38.777000,0,,26.955,0,,0,,0,134.9,,23:00.1,0 days 00:00:26.955000,0 days 00:00:42.750000,0 days 00:00:29.072000,185.2,,Am,,Toyota Gazoo Racing,GF,26.955,42.75,29.072,17.208,17.208,9.747,26.955,30.149,,12.601,0 days 00:01:09.705000,10.962,0 days 00:01:20.667000,,0 days 00:01:38.777000
41,1,26,0 days 00:01:38.883000,0,,27.059,0,,0,,0,134.8,,24:39.0,0 days 00:00:27.059000,0 days 00:00:42.788000,0 days 00:00:29.036000,185.2,,Am,,Toyota Gazoo Racing,GF,27.059,42.788,29.036,17.275,17.275,9.784,27.059,30.214,,12.574,0 days 00:01:09.847000,11.002,0 days 00:01:20.849000,,0 days 00:01:38.883000
41,1,27,0 days 00:01:39.084000,0,,27.019,0,,0,,0,134.5,,26:18.1,0 days 00:00:27.019000,0 days 00:00:42.903000,0 days 00:00:29.162000,184.3,,Am,,Toyota Gazoo Racing,FF,27.019,42.903,29.162,17.239,17.239,9.78,27.019,30.21,,12.693,0 days 00:01:09.922000,10.958,0 days 00:01:20.880000,,0 days 00:01:39.084000
46,1,1,0 days 00:01:49.595000,0,,30.39,0,,0,,0,121.6,,42:30.7,0 days 00:00:30.390000,0 days 00:00:43.532000,0 days 00:00:35.673000,185.2,,Am,,Toyota Gazoo Racing,FCY,30.39,43.532,35.673,20.323,20.323,10.067,30.39,30.711,0 days 00:01:01.101000,12.821,0 days 00:01:13.922000,11.242,0 days 00:01:25.164000,,0 days 00:01:49.595000
46,1,2,0 days 00:02:14.549000,0,,38.827,0,,0,,0,99,,44:45.3,0 days 00:00:38.827000,0 days 00:00:58.460000,0 days 00:00:37.262000,134.2,,Am,,Toyota Gazoo Racing,FCY,38.827,58.46,37.262,20.573,20.573,18.254,38.827,37.199,0 days 00:01:16.026000,21.261,0 days 00:01:37.287000,12.807,0 days 00:01:50.094000,,0 days 00:02:14.549000
46,1,3,0 days 00:01:59.023000,0,,33.291,0,,0,,0,112,,46:44.3,0 days 00:00:33.291000,0 days 00:00:50.991000,0 days 00:00:34.741000,147.1,,Am,,Toyota Gazoo Racing,GF,33.291,50.991,34.741,20.208,20.208,13.083,33.291,34.648,0 days 00:01:07.939000,16.343,0 days 00:01:24.282000,13.68,0 days 00:01:37.962000,,0 days 00:01:59.023000
46,1,4,0 days 00:01:39.529000,0,,27.139,0,,0,,0,133.9,,48:23.9,0 days 00:00:27.139000,0 days 00:00:43.452000,0 days 00:00:28.938000,184.3,,Am,,Toyota Gazoo Racing,GF,27.139,43.452,28.938,17.289,17.289,9.85,27.139,30.616,,12.836,0 days 00:01:10.591000,11.01,0 days 00:01:21.601000,,0 days 00:01:39.529000
46,1,5,0 days 00:01:38.342000,0,,26.838,0,,0,,0,135.5,,50:02.2,0 days 00:00:26.838000,0 days 00:00:42.757000,0 days 00:00:28.747000,184.3,,Am,,Toyota Gazoo Racing,GF,26.838,42.757,28.747,16.961,16.961,9.877,26.838,29.979,,12.778,0 days 00:01:09.595000,10.882,0 days 00:01:20.477000,,0 days 00:01:38.342000
46,1,6,0 days 00:01:38.774000,0,,26.9,0,,2,,0,134.9,,51:41.0,0 days 00:00:26.900000,0 days 00:00:42.705000,0 days 00:00:29.169000,185.2,,Am,,Toyota Gazoo Racing,GF,26.9,42.705,29.169,17.034,17.034,9.866,26.9,29.982,,12.723,0 days 00:01:09.605000,11.048,0 days 00:01:20.653000,,0 days 00:01:38.774000
46,1,7,0 days 00:01:38.767000,0,,26.988,0,,0,,0,134.9,,53:19.7,0 days 00:00:26.988000,0 days 00:00:42.777000,0 days 00:00:29.002000,185.2,,Am,,Toyota Gazoo Racing,GF,26.988,42.777,29.002,17.157,17.157,9.831,26.988,30.099,,12.678,0 days 00:01:09.765000,10.996,0 days 00:01:20.761000,,0 days 00:01:38.767000
46,1,8,0 days 00:01:57.196000,0,B,27.084,0,,0,,0,113.7,,55:16.9,0 days 00:00:27.084000,0 days 00:00:42.938000,0 days 00:00:47.174000,185.2,,Am,,Toyota Gazoo Racing,GF,27.084,42.938,47.174,17.191,17.191,9.893,27.084,30.237,,12.701,0 days 00:01:10.022000,11.169,0 days 00:01:21.191000,,0 days 00:01:57.196000
46,1,9,0 days 00:01:47.885000,0,,36.26,0,,0,,0,123.5,,57:04.8,0 days 00:00:36.260000,0 days 00:00:42.741000,0 days 00:00:28.884000,184.3,00:35.2,Am,,Toyota Gazoo Racing,GF,36.26,42.741,28.884,26.432,26.432,9.828,36.26,29.957,0 days 00:01:06.217000,12.784,0 days 00:01:19.001000,11.014,0 days 00:01:30.015000,,0 days 00:01:47.885000
46,1,10,0 days 00:01:39.467000,0,,27.601,0,,0,,0,134,,58:44.3,0 days 00:00:27.601000,0 days 00:00:42.903000,0 days 00:00:28.963000,183.1,,Am,,Toyota Gazoo Racing,GF,27.601,42.903,28.963,17.615,17.615,9.986,27.601,30.091,,12.812,0 days 00:01:10.504000,11.147,0 days 00:01:21.651000,,0 days 00:01:39.467000
46,1,11,0 days 00:01:38.404000,0,,26.88,0,,0,,2,135.4,,00:22.7,0 days 00:00:26.880000,0 days 00:00:42.865000,0 days 00:00:28.659000,182.1,,Am,,Toyota Gazoo Racing,GF,26.88,42.865,28.659,16.985,16.985,9.895,26.88,29.988,,12.877,0 days 00:01:09.745000,10.889,0 days 00:01:20.634000,,0 days 00:01:38.404000
46,1,12,0 days 00:01:38.610000,0,,26.863,0,,0,,0,135.1,,02:01.3,0 days 00:00:26.863000,0 days 00:00:42.912000,0 days 00:00:28.835000,183.1,,Am,,Toyota Gazoo Racing,GF,26.863,42.912,28.835,17.059,17.059,9.804,26.863,30.172,,12.74,0 days 00:01:09.775000,10.876,0 days 00:01:20.651000,,0 days 00:01:38.610000
46,1,13,0 days 00:01:38.836000,0,,26.933,0,,0,,0,134.8,,03:40.1,0 days 00:00:26.933000,0 days 00:00:42.772000,0 days 00:00:29.131000,184.3,,Am,,Toyota Gazoo Racing,GF,26.933,42.772,29.131,17.135,17.135,9.798,26.933,30.056,,12.716,0 days 00:01:09.705000,11.245,0 days 00:01:20.950000,,0 days 00:01:38.836000
